@relation RatioDataForProject_1102_8

@attribute Working_Capital numeric
@attribute Quick_Ratio numeric
@attribute Accounts_And_Notes_Receivable numeric
@attribute Days_in_Accounts_Receivable numeric
@attribute Inventory_Days numeric
@attribute Revenue_Growth_Year_over_Year numeric
@attribute Sales_5_Year_Average_Growth numeric
@attribute Gross_Margin numeric
@attribute Oper_Margin numeric
@attribute Pretax_Margin numeric
@attribute Return_Com_Eqy numeric
@attribute Normalized_Return_On_Asset numeric
@attribute Cash_From_Operations numeric
@attribute Free_Cash_Flow numeric
@attribute Interest_Coverage_Ratio numeric
@attribute Avg_Com_Eqy_To_Avg_Asset numeric
@attribute Book_Val_Per_Share numeric
@attribute Tot_Debt_To_Tot_Equity numeric
@attribute Lt_Debt_To_Tot_Asset numeric
@attribute Lt_Debt_To_Com_Equity numeric
@attribute Dividend_Indicated_Yield_Net numeric
@attribute Tobin_Q_Ratio numeric
@attribute Invent_Turnover numeric
@attribute Acct_Rcv_Turnover numeric
@attribute Accounts_Payable_Turnover numeric
@attribute RTG_SP_LT_LC_Issuer_Credit {A,B}

@data
-3706,0.613932,8013,54.517973,14.991329,-0.889776,5.684009,45.035094,24.983224,25.006801,27.134136,10.522909,12343,8720,23.190236,45.031998,30.725333,54.82536,19.959494,46.276171,1.532987,2.112236,24.280702,5.876694,0,A
1636.4,0.136699,1984.2,50.505298,0,7.64148,3.629065,41.147248,18.848399,16.292455,43.589813,5.196313,2515.2,2309.1,24.45667,10.013101,7.88423,57.879524,5.398949,57.879524,1.873473,2.493744,0,7.226965,55.017187,A
6152,0.825776,6873,63.184973,145.453091,0.791318,-0.866896,68.159613,16.282837,16.252929,4.208801,12.839342,6447,4559,8.664456,40.613591,12.182955,70.612398,24.300118,62.188374,2.745999,2.336061,2.5094,5.603694,4.381336,A
10714,0.927236,8221,57.119381,245.986707,-0.526276,0.936701,78.609219,25.920146,23.417577,35.201087,8.140839,16470,14514,10.149031,38.090399,11.899641,60.69415,19.521878,47.046446,3.195489,1.845605,1.479755,5.503437,3.163065,A
-18857,0.157537,5614,4.17602,40.869877,2.978144,1.85689,25.371995,4.084598,3.022527,7.043246,6.939141,28337,18286,8.707712,38.593816,24.253833,52.517879,16.029571,42.101478,2.166759,2.157891,8.930783,98.13677,8.887309,A
2314,0.762746,13164,22.063225,37.720391,30.796326,27.669032,37.068355,2.308479,2.139813,21.56024,4.407768,18434,6479,4.841981,21.886993,71.858316,159.323685,28.882796,136.872496,0,5.09957,9.676464,20.154457,5.32524,A
823,0.727368,15353,42.151724,17.680752,23.400445,-2.045359,6.112092,1.945327,7.233008,8.116595,4.143017,20515,7111,2.749446,57.149084,79.429184,25.959858,13.227032,22.664119,3.860738,1.355885,20.643919,9.583847,9.551869,A
34802,2.110264,10503,75.859771,33.651143,2.760129,0.74355,62.043381,24.952362,26.432191,0.201205,9.20765,13666,12832,13.053022,45.825685,9.363676,59.18202,18.689329,47.058143,2.817503,2.408424,10.816869,4.811509,11.525692,A
1233.6,0.051527,359.7,36.257648,0,1.376836,5.774884,0,63.434576,69.314347,20.103234,2.579153,1840.4,1758.5,19.760684,29.451862,68.106137,9.963948,2.946384,9.963948,1.62838,1.358009,0,9.312948,0,A
1231,0.888791,1480,34.140514,70.677692,1.704508,-2.158976,60.049178,23.223761,22.563738,0,20.941895,3054,2501,23.00641,-1.221823,-0.602716,2706.584362,51.798675,0,2.470043,6.211123,5.164289,10.25985,5.674067,A
4666.2,0.865361,4544.7,68.143558,239.991918,7.771144,1.908765,73.459314,9.378566,9.607674,-1.120985,11.442115,5615.6,4538.8,7.5983,30.553583,10.759153,116.962778,22.099331,85.751626,2.123238,2.807752,1.520885,5.223134,4.875024,A
9094,1.447517,3498,35.976523,92.102637,5.959243,7.936728,43.838778,12.212545,11.882847,17.399523,17.220221,4955,3927,35.846774,48.518397,6.12867,38.830004,15.388711,35.344476,0.965659,5.665415,3.96297,10.145505,9.543333,A
56769,3.779109,5279,48.47148,15.767422,5.574109,0.609213,79.711782,34.342597,32.364239,7.685819,8.241776,15386,13650,6.755062,36.578208,11.44008,131.141831,40.890547,122.748546,1.53815,2.027318,23.148997,7.530012,14.498227,A
-4917,0.585615,4686,25.341154,49.858906,2.726798,-4.177242,48.725162,20.515621,19.93955,18.290169,9.066908,14867,11150,27.096838,43.44783,20.198714,59.160789,17.634181,41.347041,3.452849,2.22173,7.320658,14.403448,3.442331,A
3215,0.861995,8084,104.745647,55.169413,9.45703,-4.502601,12.802234,-2.762812,-3.886334,-1.949897,3.259209,5663,3556,-1.485866,51.966414,26.361272,48.841953,20.663453,40.375115,3.279764,1.783833,6.615985,3.675318,0,A
100125,4.970723,18336,53.460128,3.79077,22.80109,20.13026,58.88052,23.585765,24.530242,10.511593,14.469163,37091,23907,239.87156,79.918968,232.776681,2.602589,2.011708,2.602589,0,3.93663,96.286496,7.981576,18.120198,A
27831,0.913117,17874,26.77225,10.488895,6.304518,9.67703,38.46986,26.760428,27.957895,45.372594,15.972692,63598,51147,26.407232,37.631868,23.735488,86.298089,25.899835,72.517102,1.319327,2.747855,34.703369,19.263781,4.555934,A
-10637,0.49807,25597,36.160336,26.337908,18.209821,-3.055112,10.46542,5.091035,7.873943,11.43559,4.712909,30066,14664,8.943704,52.284298,44.218706,21.766581,6.99932,13.003495,3.938994,1.478538,13.858352,10.851166,0,A
12551,1.040901,13490,60.130706,122.007242,6.343024,3.339395,66.83584,24.478744,23.11707,2.035442,11.367678,21056,17777,18.20428,43.743112,23.445915,57.481715,19.500582,50.989029,2.578058,3.000231,2.991626,5.890633,4.236345,A
111174,2.739861,26481,80.884741,23.045068,14.278614,8.95784,65.247372,31.766945,33.050018,19.446221,10.80216,43884,32252,12.827662,33.472582,10.774782,100.591165,30.060112,94.066588,1.503894,3.605046,15.83853,4.512594,4.852127,A
1136,1.066622,400,24.349315,68.776796,24.742509,12.629751,34.209045,3.82811,1.294802,50.771605,8.376823,68,-45,1.619048,14.968663,0.901538,228.314239,37.429379,216.85761,0,3.635525,5.292483,7.535797,8.187438,B
-1542.981,0.545696,653.948,18.157662,12.190942,-5.396468,-0.035445,24.417375,10.893782,11.465805,38.172348,4.694,2779.507,2347.712,1.452881,20.023144,16.691801,221.312798,50.831464,218.156809,0,1.5151,29.940263,20.286521,34.208424,B
2203.662,0.516398,0,0,0,32.410274,29.726582,34.491969,7.172664,4.150628,26.010435,5.245074,-1785.948,-2012.97,3.520843,19.208222,10.326151,181.449242,34.184612,181.449242,0,5.187303,0,0,23.797322,B
-663,0.639901,2557,47.278829,0,1.064682,6.898347,53.539873,11.378568,3.05845,8.959113,1.362965,3878,772,1.288647,30.082852,21.311665,160.597676,49.308963,158.711847,9.422029,0.925179,0,9.773681,8.644097,B
-393,0.46182,1536,58.379416,111.344017,22.844856,22.54508,61.604597,1.715259,-1.622686,-1.858581,1.145245,413.7,-32.7,0.561477,40.205939,11.788597,79.065833,32.281641,82.549691,4.053506,1.076675,3.278129,6.252204,2.024039,B
5703.181,0.745271,1714.75,54.006851,6.346845,1.579897,1.307356,29.757635,16.666507,12.869662,11.424833,3.60247,1907.449,1002.199,4.030046,24.766825,25.050808,158.31027,48.331881,195.265701,0,1.448215,57.508892,6.38624,12.949229,B
-233.977,0.607865,1176.843,100.294224,0,35.464914,18.054226,60.132858,-0.191122,-3.859799,9.66815,1.641153,254.517,143.752,-0.049466,10.821638,10.145982,333.397223,39.805782,294.786698,0,2.400677,0,3.864726,0,B
1054,0.609751,2021,44.518274,92.480558,1.444782,-4.610341,23.788775,7.940431,5.709826,5.552064,3.962287,1158,277,3.410615,27.133284,19.565401,118.123711,29.746835,110.275907,2.440087,1.184681,3.946776,6.713673,4.1896,B
1607.625,0.744842,903.318,49.076502,183.12431,7.352295,7.614065,38.485446,11.173268,8.302209,4.203375,9.093781,655.718,568.71,0,13.816136,2.128109,577.601931,53.693616,539.499156,3.353829,1.99264,1.987721,6.946212,4.882372,B
1262,0.898572,310,8.726251,56.28314,0.461269,3.569143,39.257441,13.679544,10.38632,0,10.82781,1406,699,4.256158,-9.081439,-4.087273,0,70.033133,0,8.531817,2.72485,6.591672,47.031009,10.406294,B
2499.41,0.988016,1027.106,35.380534,132.887522,13.430497,20.201839,39.022887,8.702125,7.873412,12.978284,5.623126,518.9,339.81,8.336462,43.243278,14.849474,80.918963,34.991617,78.072607,0,1.894002,2.746684,9.282053,8.466771,B
585,1.140837,1280,68.062614,0,4.168648,3.67496,57.927572,18.639684,12.598904,9.004854,3.629971,1310,1191,3.275401,25.607436,11.398968,189.984245,49.549389,196.866902,5.219985,1.516506,0,4.956457,0,B
1098,0.624058,1079,36.692304,30.437839,1.113014,2.394714,29.099633,-5.522627,-14.488663,0,3.751163,1387,276,-0.635281,3.138889,-1.206212,801.759531,67.398576,0,0.335664,1.4017,11.991653,8.300039,7.953116,B
1277.304,0.869648,609.67,45.192885,158.261889,3.133834,21.414892,44.985415,0.559484,-0.207151,-8.078967,1.591601,234.063,-48.924,0.751741,52.93036,4.324535,45.428858,19.095754,37.899043,0,2.08842,2.306304,7.729232,5.069362,B
-5563,0.405333,1340,12.167956,0,3.227924,1.646837,0,9.269663,7.947318,23.41508,4.913584,3399,-599,5.440124,21.178425,31.642621,163.434022,30.002835,144.208494,0,1.248925,0,23.43516,0,B
104,0.95024,1233,59.166165,7.325554,15.25512,9.676607,41.695528,22.692366,15.780756,60.602504,6.800944,2230,341,0,17.595677,38.168655,303.927882,57.997339,280.650354,0,1.759424,49.825581,6.669403,5.546099,B
995,1.271164,400,23.906941,1.838642,-7.520453,-10.74551,45.712827,46.971759,38.686628,0,24.36283,1030,712,0,-111.008919,-22.717868,0,177.537187,0,1.629512,7.294204,198.516129,13.028313,0,B
-5818,0.455627,1752,14.467861,0,5.044798,15.8362,0,9.614519,7.306845,0,4.267729,4744,-1227,3.682396,7.51047,-1.887071,638.436067,43.799128,573.382578,1.018071,1.404986,0,24.983927,0,B
5741,1.130012,1246,26.390904,113.059753,10.606878,7.064877,26.708529,22.148387,17.691886,35.697034,7.526589,4682,3272,3.940347,18.799501,6.538302,116.120751,31.373653,146.709289,1.468968,1.522146,3.228381,20.635444,0,B
620.142,1.323032,834.163,72.391638,0,9.515292,7.268548,56.175171,16.879361,5.660267,9.466405,2.314188,720.968,377.837,1.796921,20.694771,7.186108,306.383431,62.85744,300.202704,6.531406,1.764127,0,5.08346,6.45605,B
1487.785,1.359667,1128.61,83.880077,97.003113,-10.532085,-6.233338,37.297158,-7.022254,-10.343959,-105.201993,-14.656172,-27.614,-324.773,-3.25834,28.786927,1.929027,248.368252,46.054622,228.486825,0,1.646019,3.762766,5.561593,5.901343,B
-717.755,0.65986,540.545,18.352966,6.015263,13.947793,3.246218,42.769065,15.922659,8.945272,28.462805,2.031567,2206.411,342.329,2.199758,24.127392,12.730182,110.084865,43.72912,167.49816,1.75599,1.387367,60.678976,22.980229,27.180074,B
1493.494,1.62504,165.551,9.962628,6.779067,41.199029,5.911694,37.152526,16.738081,8.884179,52.647593,5.310682,1876.577,941.103,2.592901,4.488661,15.767191,892.903603,75.430791,1009.228925,2.219263,2.294611,53.842219,40.233591,14.832311,B
3349.2,1.231453,1405.8,63.101173,0,123.542697,63.240361,0,2.135741,-0.395176,-32.631608,1.235374,797.4,588.5,0.722631,39.836245,38.103161,90.697966,38.922076,98.824899,0,0.858525,0,5.622605,0,B
-19.372,0.571722,90.673,17.853833,0,5.789453,7.248967,74.166886,26.538629,6.765802,0,1.062842,818.47,671.426,1.399029,-31.298876,-26.492049,0,126.918385,0,0,3.953706,0,21.965562,14.812194,B
370,0.470471,1463,49.983856,24.817714,2.421943,-7.916241,23.39981,21.358025,7.321937,-6.824645,2.209046,2489,312,1.922222,7.595759,5.00205,351.372756,53.759966,722.150101,3.934922,1.14155,14.707237,6.424917,5.574922,B
-554,0.726667,341,14.792323,0,33.754847,12.243062,0,15.88302,15.214925,24.208838,5.556831,1590,564,10.5,32.132161,29.163084,69.04058,21.061453,60.79011,1.887627,1.495828,0,21.899593,0,B
-349,0.436085,1343,41.55809,55.208583,21.211787,8.310313,20.631886,7.302194,4.67996,12.037902,3.98444,1478,922,2.727891,22.122248,11.220081,172.293623,37.963772,165.389495,0.924856,1.541792,6.611291,7.766487,3.654452,B
-629,0.85898,3413,25.00124,0,19.146945,43.442894,17.948824,2.478194,2.343847,12.655992,4.128234,1489,1067,4.701961,30.307714,51.693813,68.339151,21.482498,68.540146,0,1.487135,0,13.072038,9.088848,B
-8535,0.203427,1635,13.461136,0,43.367927,49.713416,76.325726,9.874702,2.472283,27.114525,0.594214,11954,3273,1.328803,26.792587,161.486954,147.758305,46.5043,174.460137,0,1.279932,0,27.394466,32.389058,B
557.1,1.023479,316.6,51.872148,192.024065,8.754564,9.98754,63.852267,20.060776,18.419822,4.044496,8.066872,593.6,466.4,12.847305,62.94384,65.712831,36.926129,23.654475,36.190446,0.022602,2.759522,1.900803,6.86662,7.836052,B
1006.394,1.623116,576.313,40.630596,0,20.94245,19.4323,49.795464,18.519568,6.566023,4.099094,1.977653,1439.233,-34.575,1.613758,35.832845,87.092209,147.163913,53.164518,145.073396,2.078064,2.550004,0,8.312299,0,B
-545.801,0.767819,2231.011,326.459766,0,22.821813,22.529398,0,39.286289,39.723268,24.46629,6.0469,675.723,605.63,0,32.277539,38.913972,122.904636,25.640678,78.936125,0,2.201982,0,0.977252,0,B
1935,1.550325,106,4.854472,87.245702,0.206026,4.29804,31.56001,7.337445,7.427397,11.383929,13.576755,813,539,47.583333,67.029868,21.230188,4.962287,3.155769,4.962287,2.866639,1.827651,4.252358,0,18.852632,B
2107,0.83909,282,7.102018,77.757885,2.184841,1.161751,38.259224,9.328288,8.981394,28.480509,12.021037,1380,649,17.819277,38.771716,8.675325,39.726463,15.633997,39.726463,3.434844,2.168984,4.77122,0,8.149584,B
487.989,0.429224,301.887,26.48639,0,37.162086,8.219251,51.497913,14.058996,9.878413,16.558632,3.995755,512.388,330.483,3.206357,27.154105,24.231924,133.53275,35.07758,120.157479,0.031325,1.935655,0,12.386541,0,B
3819,1.17457,6501,51.581545,0,5.119306,6.429904,0,13.887742,10.04494,0,7.615483,5426,2411,3.584024,-20.053731,-17.271302,0,89.79313,0,1.066098,2.026372,0,7.307257,0,B
-222,0.710145,998,35.002462,0,23.814684,1.034647,85.929978,15.010941,10.175055,134.975845,5.252168,924,866,3.362745,19.672253,1.859372,318.168675,45.82052,316.409266,0.769971,2.626869,0,9.172273,0,B
-386.9,0.575771,533.5,58.500474,87.465319,7.981784,5.738769,52.994638,44.795345,40.228194,-2.976426,4.420863,8.3,-99.3,8.943864,32.212387,9.021834,120.199662,27.505138,78.81639,0,1.916813,4.161649,5.983769,9.666456,B
0,0,0,0,0,-0.791897,1.669208,0,12.548728,12.084648,9.242222,3.953362,1230,557,4.02381,60.460586,9.648554,55.154136,10.057299,16.865051,3.74094,1.658354,0,0,0,B
546,0.769284,1229,55.017969,0,41.596394,15.874214,35.301366,7.382688,3.398706,17.311951,2.062637,970,601,2.078035,38.093288,36.365432,122.33788,44.507959,124.824269,0,1.539266,0,9.457927,0,B
12304.549,2.455776,137.667,3.530449,406.12721,15.491928,31.986367,20.881352,10.587983,9.406743,9.522804,6.079098,996.864,885.091,4.611436,43.681472,41.25096,80.264175,34.19574,81.424605,0.306631,1.383709,0.898733,111.97074,29.106791,B
7123,1.671916,3490,47.192082,95.677535,63.900315,35.18134,41.511662,28.875111,25.56835,54.305463,33.374693,8153,3419,9.651316,48.861251,24.701724,57.123801,27.937514,52.955691,0,1.482129,3.804446,7.294897,11.173274,B
659.458,2.002891,327.597,78.647885,0,10.733147,9.750947,78.502667,45.456029,36.643326,116.787991,11.948838,404.158,370.981,4.988785,11.302126,3.899704,518.212173,63.440281,518.212173,1.311624,4.358356,0,4.008806,358.197957,B
-72,0.755501,292,53.039379,6.690111,7.770472,9.560358,41.98558,30.560177,21.408763,27.186512,12.291169,952,-337,3.673333,25.299256,8.206057,172.869318,49.062689,172.869318,0,1.985425,54.55814,7.374126,23.326733,B
5433.83,0.130605,0,0,367.979763,11.798616,16.016904,21.67626,11.276692,10.950666,16.593819,8.771819,663.077,631.026,5.305501,44.366756,15.853995,82.926082,35.56205,82.926082,1.310759,1.555454,0.991902,0,18.947076,B
1402.526,2.882517,345.957,43.201987,94.239809,-1.946795,24.889232,38.572461,2.363583,0.576586,-0.826981,1.963733,852.52,582.685,0.960819,74.956637,37.246652,20.590029,15.4084,20.590029,0,1.646213,3.862487,8.237154,8.792522,B
1120,0.952038,1184,38.885685,47.361893,3.83437,-3.158251,30.078684,14.610157,12.678827,78.04556,16.044208,2113,1747,6.894515,16.21694,5.797952,289.429429,45.908608,259.459459,5.092452,2.546388,7.685504,9.386488,4.705426,B
488.2,0.83181,552.4,41.432278,64.009949,5.943533,-8.456338,31.764389,13.358436,8.815223,0,5.888484,424.4,240.6,2.809995,6.001985,-2.328987,2139.198949,61.180236,2121.142482,1.563454,2.545264,5.702239,11.52966,4.479477,B
341,0.942277,809,54.908172,0,20.577258,-3.536489,78.704086,1.011143,9.100289,26.45764,2.564847,950,808,0.191406,25.174598,9.485402,99.406646,31.88884,99.406646,1.489943,1.698609,0,9.952577,7.037801,B
-50.032,0.852431,1500.898,51.550362,0,6.590632,7.930667,0,12.297739,10.903206,15.992518,7.459442,1182.581,625.075,8.752157,45.175053,56.966624,80.302159,32.655586,70.434475,0.321802,1.52883,0,7.002309,0,B
6182,1.616248,2197,36.637889,74.321589,8.139109,7.81646,37.31777,17.518284,10.098319,5.882609,10.749636,4205,3370,5.350592,38.834081,38.956081,96.886653,37.602189,95.334316,3.532109,1.38934,4.897635,9.962364,6.14425,B
11235,1.667303,5249,56.615644,107.093793,31.348007,7.944353,54.958014,6.30157,8.145309,2.978498,4.583017,5570,4435,1.853921,39.898073,17.429552,89.793556,35.685246,88.066803,1.669399,1.899808,3.408227,6.020356,6.033573,B
1276.638,1.391951,534.326,60.617623,0,14.745725,8.552702,36.132444,19.132604,14.544319,8.975229,7.566695,303.979,-13.724,4.788023,46.943319,34.057933,51.327371,18.196381,38.381853,1.344302,2.34997,0,0,0,B
571.9,1.655382,296.6,42.180674,65.135962,7.605004,6.090205,44.460593,20.272403,16.43136,74.030857,15.236139,347.2,297.9,4.618732,10.750825,5.326881,364.31566,56.738788,359.138446,0.934787,3.817295,5.603663,7.534939,7.191206,B
1528.6,0.949249,2899,62.166342,156.150092,9.403182,16.661633,86.399593,-37.145169,-65.156486,-2.516343,0.702215,5873.4,5523.5,-5.404527,56.59852,215.758631,40.731963,21.837997,37.513391,1.515869,0.874286,2.337495,5.815214,7.319769,B
2856,1.478495,1222,34.083997,12.752083,46.729776,2.674511,30.163385,-5.404273,-14.143276,4.113085,0.539864,4009,-1022,-0.643071,26.135767,17.747209,113.770848,36.941026,145.353403,1.614466,1.422376,28.622776,11.141892,4.22469,B
755.006,1.087989,688.953,41.683297,100.487171,49.280691,20.375057,59.943107,20.65851,16.22094,13.572444,9.57618,1112.592,908.494,4.206402,52.649709,29.209293,77.262738,35.717227,74.310429,2.109658,2.109758,3.692014,8.758646,9.210157,B
1161,1.175117,1345,77.083262,33.58657,9.35749,-10.428341,29.291204,23.467122,15.678907,11.816494,1.954529,2428,-332,2.65764,30.723881,19.97599,96.507792,36.191953,106.984898,2.2119,1.395398,10.867439,5.292158,6.859259,B
2101,1.144633,2456,65.059182,41.528755,4.969855,-1.678922,20.28873,10.990376,9.740764,38.921782,11.238373,1468,770,10.114286,23.3024,13.302108,117.969861,33.955132,125.250076,1.035903,2.582068,8.789091,5.215002,4.832994,B
-2243,0.823453,16522,37.871825,0,-1.978191,4.363975,51.802599,13.048597,9.429696,20.708146,3.759191,39151,17601,2.908372,31.134614,25.204707,115.730915,28.365875,89.430005,5.974608,1.220312,0,7.822767,0,B
-245.3,0.829597,438.2,79.021808,0,1.260463,2.49314,85.247496,-24.754449,-27.098123,0,-7.362091,0.9,-49.8,0,5.359247,-1.105131,0,38.555037,0,0,7.19794,0,8.9628,3.278539,B
-155.046,0.124326,280.733,9.526904,272.462841,2.378786,3.840888,52.711826,19.103048,17.683408,0,14.689193,1570.612,1016.78,13.055181,-18.006679,-51.06905,0,54.874278,0,0,2.744171,1.335962,41.588116,1.279946,B
266.1,0.712395,1180.3,60.190397,45.268227,8.663435,3.821534,27.400284,9.865735,8.913182,25.768514,10.056461,650.1,459.6,9.60972,20.68224,11.663669,151.185242,25.624404,125.817243,1.968556,2.764256,8.04096,5.934718,5.27726,B
15291,4.770796,1744,50.737203,99.882525,-3.124249,17.617376,49.135864,12.221947,8.070785,4.283645,4.810024,2550,1823,2.672694,28.594441,70.570144,145.736793,49.469974,178.239282,1.160452,1.906141,3.654293,7.387776,0,B
2012,0.534988,1049,10.373894,57.040298,6.974088,0.36906,23.430049,4.372376,4.310693,28.010089,11.396496,2141,1453,24.573333,30.927337,11.543478,37.513843,6.215036,22.452935,2.302232,2.268148,6.504174,45.926596,6.333333,B
1048.062,2.005234,146.774,17.877825,0,4.071285,2.890429,44.944083,23.79957,21.162867,0,31.888723,850.003,751.42,8.414828,5.703937,0.934311,379.881436,47.584631,379.620839,3.907776,2.71673,0,39.204258,0,B
337.59,1.263807,119.325,19.243336,46.43579,6.990264,7.435982,87.782497,16.672654,16.214144,20.072054,13.587623,470.74,412.839,12.622935,38.332969,4.248869,73.73307,26.640975,65.140285,0,5.468011,7.838781,13.331954,0,B
2301,1.002518,3697,93.449277,70.110689,3.995139,0.782021,38.372772,17.696465,14.453696,60.992908,8.253172,887,702,5.301969,12.570706,5.748011,513.751264,45.406132,478.463094,1.304348,1.989253,5.206054,4.152842,70.687023,B
934.344,1.458249,712.535,90.048144,13.746024,3.238429,0.697091,84.43558,20.21453,19.48344,7.460492,10.940933,908.276,827.375,11.063904,29.492786,4.697869,214.363486,36.553431,214.363486,1.247105,3.002303,26.553132,5.437667,5.954808,B
-397.3,0.304169,582.6,26.346321,62.710317,1.423297,-12.650636,29.622211,13.01916,11.019992,21.087779,8.204359,954.2,702.6,6.097345,37.425924,9.40616,101.575893,31.103518,87.90327,2.257636,2.05344,5.804468,13.853927,6.700628,B
1529.3,0.44557,776.2,36.40857,191.047607,3.457683,31.486698,50.325643,30.118655,30.885959,29.643209,8.143408,1931.4,873.8,6.833682,38.162699,55.224616,126.343533,45.852951,117.045525,1.367711,2.615324,1.910519,9.273571,6.546357,B
581,0.489037,13181,25.0343,33.746033,4.077713,8.502459,15.449355,5.150867,4.474873,8.622346,5.14273,8007,6089,8.894393,39.305776,35.011799,71.632843,23.316269,58.849593,2.582311,1.376575,10.816086,14.147019,19.280954,B
8688.8,0.643797,0,0,298.518695,15.904716,21.618262,21.917536,11.188702,11.369669,16.307107,11.438368,435.1,277.8,4.919189,61.236128,22.804923,31.643348,20.12048,31.64539,1.150483,1.593051,1.222704,0,20.493044,B
-830.9,0.166558,83.7,3.604782,11.038313,12.690023,6.228172,21.601218,9.489982,7.496194,27.743512,11.317927,1001.3,605.3,4.681319,39.923248,17.77166,50.118462,19.990493,49.817751,2.521856,2.583001,32.976054,101.254386,24.163723,B
1048,1.117653,746.2,63.167101,122.666959,6.624302,8.059322,54.802925,-39.122051,-40.153754,-25.837591,4.488409,601.9,457.6,-40.791123,67.17008,23.074707,24.769535,15.534243,24.358025,0.901946,1.801383,2.975536,5.963478,7.244238,B
1476,1.310106,1670,39.590293,0,35.374612,1.125966,16.646355,9.104595,6.4234,-2.843157,1.726332,2909,104,2.212544,29.750832,15.561165,73.780488,34.029959,111.205965,0.761905,1.412718,0,11.089159,15.70745,B
1282.974,0.090203,0,0,78.688197,6.751245,7.964242,30.767198,8.554475,8.126125,28.787861,11.536991,1802.108,1155.652,20.691049,47.674432,24.023034,49.070664,20.808752,42.518921,1.045375,2.645537,4.625853,0,8.360472,B
-235,0.598153,3245,62.064567,0,-3.299992,0,26.926209,7.472715,6.804854,15.768625,6.423387,3243,3019,5.477612,39.703436,40.710613,60.555034,18.590254,46.756136,0.831464,1.448155,0,4.331493,10.357773,B
1161,0.614026,1026,35.127762,73.846154,6.005773,1.626394,25.699026,16.043565,13.498796,27.557332,6.726471,1657,1008,6.103586,31.5838,40.33867,119.270073,38.39615,113.696095,2.331633,1.489826,4.942708,8.340937,10.207268,B
1038,0.614857,5533,59.282157,22.625066,6.922832,5.718131,58.143211,12.704661,11.201575,13.15513,2.591185,7480,-372,2.624769,24.04708,31.589027,110.73696,27.904884,109.0699,3.123359,1.069364,16.132549,6.790937,4.396486,B
-2339.101,0.657626,1865.995,58.220253,0,14.660861,19.296417,82.539183,6.214192,4.142848,6.625032,1.845962,1799.154,1088.824,3.440268,25.237197,26.521103,69.080177,20.248052,82.900847,0.973088,1.737293,0,5.120669,1.066899,B
3714,1.22011,8481,44.83728,3.735569,8.506441,8.852128,22.444614,7.440794,6.650879,25.76573,8.195714,4674,-989,7.867528,35.178724,72.992773,85.419242,29.128607,78.507417,1.027018,1.895273,97.709336,8.140547,17.72421,B
-317,0.59011,1650,65.794421,0,-1.276918,8.285141,32.248164,16.354269,11.355914,14.19577,3.973791,1741,1596,4.155989,40.705864,31.53643,80.071272,31.480197,71.232118,1.167777,1.836031,0,6.074721,6.111403,B
-969,0.550159,1654,42.562067,37.123171,-3.742618,-4.568974,67.346793,1.227081,-5.914247,-10.911453,2.80714,3808,967,0.136834,11.903284,15.783839,573.171975,49.968053,537.961783,3.813559,1.229811,9.832134,8.469812,4.158609,B
37,0.682147,997,60.844013,0,3.469573,3.466125,46.910112,26.896067,23.841292,55.409273,10.948476,1483,1196,8.704545,26.317891,7.017976,179.421457,47.594518,179.311608,0,3.380366,0,6.500844,33.577778,B
992.286,2.192212,346.687,70.82405,153.191016,8.318478,3.164403,47.698277,16.105061,15.499874,6.935349,9.923333,308.252,266.143,17.255475,64.697189,13.006847,22.931082,14.970822,22.931082,1.020083,2.651058,2.382646,5.820829,8.333835,B
21302,1.075433,62809,139.895791,30.070293,3.277997,0.561641,10.422514,3.069985,5.197224,19.727743,2.160566,18096,11047,4.120719,12.921601,9.142875,440.618574,39.822659,294.256234,6.427424,1.057163,12.138225,2.591847,6.26417,B
1334.5,1.314173,1143.6,57.27802,62.026235,6.93572,0,49.556791,20.35607,19.29387,26.397244,10.663319,1176.4,1040.3,15.754651,34.660574,16.116332,106.512263,38.628269,107.015276,0.32785,3.03541,5.868484,6.524945,5.114794,B
-3218.2,0.283741,1684.2,36.108342,55.163494,0.772097,-2.409381,34.481335,15.94178,13.567635,37.451999,6.944005,2841,2218.3,6.442362,21.702208,10.35424,217.629255,41.368534,206.293661,4.124579,1.625284,6.598567,10.108467,4.303946,B
-8146,0.682924,28685,67.079292,35.789135,-2.410446,-1.199304,21.099953,6.879688,8.148336,-11.568872,4.292299,17328,8875,13.266225,18.158011,25.843571,260.273481,31.651622,192.148796,4.461403,1.10535,10.198626,4.616952,4.675058,B
2382.229,2.386067,1405.399,95.47013,108.830235,3.784198,3.647511,60.963952,15.554566,15.089883,11.563095,12.555903,724.378,589.501,8.246418,35.570454,13.875957,101.016909,32.015396,92.549115,2.44302,2.792308,3.344659,6.316515,5.664187,B
2520,0.835289,6228,79.577864,41.809802,-4.653236,0,30.113262,2.164802,0.942122,12.162935,4.405969,889,-2248,1.871257,38.957706,15.807018,59.697937,16.581442,43.390437,2.74056,0.979422,8.73001,4.626305,3.723609,B
-94,0.509147,4414,29.897802,44.212361,7.914922,-7.232582,18.399416,6.760028,6.293223,0,14.842776,3677,3275,11.38835,-11.788368,-1.116941,0,20.499499,0,2.26366,2.183894,8.25561,12.891727,3.5083,B
