@relation RatioDataForProject_1102_8

@attribute Working_Capital numeric
@attribute Quick_Ratio numeric
@attribute Accounts_And_Notes_Receivable numeric
@attribute Days_in_Accounts_Receivable numeric
@attribute Inventory_Days numeric
@attribute Revenue_Growth_Year_over_Year numeric
@attribute Sales_5_Year_Average_Growth numeric
@attribute Gross_Margin numeric
@attribute Oper_Margin numeric
@attribute Pretax_Margin numeric
@attribute Return_Com_Eqy numeric
@attribute Normalized_Return_On_Asset numeric
@attribute Cash_From_Operations numeric
@attribute Free_Cash_Flow numeric
@attribute Interest_Coverage_Ratio numeric
@attribute Avg_Com_Eqy_To_Avg_Asset numeric
@attribute Book_Val_Per_Share numeric
@attribute Tot_Debt_To_Tot_Equity numeric
@attribute Lt_Debt_To_Tot_Asset numeric
@attribute Lt_Debt_To_Com_Equity numeric
@attribute Dividend_Indicated_Yield_Net numeric
@attribute Tobin_Q_Ratio numeric
@attribute Invent_Turnover numeric
@attribute Acct_Rcv_Turnover numeric
@attribute Accounts_Payable_Turnover numeric
@attribute RTG_SP_LT_LC_Issuer_Credit {A,B}

@data
1291.1,0.834051,2477.4,60.420282,58.47863,5.09812,5.155955,30.892545,11.729447,9.986899,20.659279,7.012824,1523.5,1302.2,7.716867,38.751276,27.668569,56.390404,16.271123,41.412826,2.059052,1.831481,6.241596,5.422953,6.146592,B
3175,0.843787,3287,51.527733,50.375939,11.531162,-4.0136,29.632525,6.530838,3.900106,52.489244,5.595289,1757,366,1.813538,16.214401,16.737589,170.570249,31.991269,166.298681,3.631151,1.513314,7.245523,6.778675,6.474793,B
521.2,0.559296,385.6,20.447561,78.300472,-0.476171,8.713821,38.549157,14.082995,11.702981,18.01826,4.325592,1218,896.1,5.785036,47.643411,69.690685,61.233542,30.63812,59.408701,3.082363,1.331039,4.66153,16.015993,9.299,B
2446.3,2.234841,852,69.196223,16.725954,0.743472,1.069318,61.109564,16.870226,16.148154,3.545913,4.933103,1260.1,1108.9,8.380435,49.477945,12.643675,45.638659,21.724054,45.638659,2.608696,1.583279,21.822372,6.58681,9.778116,B
-1443,0.339585,1240,33.017488,55.115324,-0.699247,-1.88993,38.860946,15.058423,12.953649,75.556507,9.230231,1646,1145,7.484615,13.101936,8.202312,386.669659,47.926606,354.249548,3.010348,2.301656,6.604334,9.610305,3.813431,B
3330.917,2.899635,651.678,55.282788,209.920222,15.996689,8.525036,64.144756,38.080452,36.067348,54.447547,22.591112,1229.12,1162.159,13.43983,26.426224,10.384696,138.067684,39.815986,138.067684,2.920854,3.55885,1.738756,6.602417,10.395007,B
-2866,0.251678,921,11.757586,67.24819,-0.962736,0,36.989174,25.81961,21.081122,17.250222,3.618361,527,-690,5.488655,51.261258,53.877769,47.603665,23.565274,42.906684,4.2244,1.239166,5.412785,18.289207,4.126126,B
-3080,0.139748,1637,4.889004,24.439835,6.350954,4.628365,22.011707,1.699793,1.209829,55.356462,5.48218,3413,604,3.401305,18.492035,8.756281,225.763939,32.338629,173.5536,1.774679,1.499901,15.180135,83.242862,15.760749,B
636.5,0.878745,1481.3,49.114582,10.37087,8.293057,15.485268,33.175628,13.065298,10.869232,20.043667,6.087687,1459.4,1146.5,5.802637,40.031803,68.997059,98.705261,38.294302,92.893119,0,1.568812,35.194734,7.701821,15.868953,B
2923,0.723325,4568,20.42886,28.394265,19.954149,0.667725,8.430137,5.469287,4.992982,29.071537,5.046109,6609,3877,4.877497,29.520651,32.802632,59.309144,25.122841,87.807311,2.181775,1.367673,12.854709,20.628214,10.558867,B
-3263,0.395008,1991,29.383026,0,34.102624,10.913689,16.170176,10.30401,12.387525,41.358822,7.386823,2436,2196,8.16263,18.898686,8.147405,220.798713,32.737598,210.131332,1.284662,2.879474,0,11.00553,24.440701,B
1587,1.426904,1021,46.269623,63.191302,3.901047,1.736216,34.157509,15.29304,11.577708,0,11.757373,751,578,4.205036,-3.369412,-0.111475,1752.840909,54.099854,0,1.085271,3.496169,5.776111,6.001495,5.41549,B
-330.3,0.380989,555.1,38.519011,96.192569,9.579508,5.98227,41.583749,14.530109,12.304255,34.384453,8.391114,815.3,632.9,7.339603,27.869682,23.071295,195.538527,42.78823,173.596625,1.585003,2.042354,3.794472,11.599159,5.589491,B
-8273,0.218578,2691,37.365423,62.418981,-0.104155,-6.33706,38.867006,13.53877,12.063639,11.998508,5.422513,2593,1579,8.022883,41.133762,17.187429,67.397198,20.554913,49.680211,2.398247,1.595497,5.84758,10.963625,3.068421,B
267,0.196693,423,64.040362,0,6.631533,6.546088,0,41.144975,36.243822,13.599568,4.903616,909,765,6.986014,37.803982,33.689272,71.462545,23.609527,63.308986,1.918256,1.442005,0,6.331242,0,B
3671,2.469534,124,6.234009,128.818293,9.491879,-3.395961,45.046271,17.406097,14.861187,1.499471,3.47958,2335,1469,4.863118,51.281435,20.271889,34.952709,19.749064,38.27882,1.850017,1.45676,2.833449,31.034043,12.114458,B
464,0.818286,748,61.072305,0,2.905508,2.351561,21.581144,-48.735576,-53.793273,8.940514,1.837524,1951,-698,-4.925558,45.246781,21.051335,64.855448,31.411809,67.894525,1.502732,1.202207,0,6.20111,2.609023,B
9384,2.182484,3976,51.454773,15.051636,5.283989,2.641548,23.074836,12.785335,11.816455,31.825251,8.04545,2613,1685,9.163889,20.331731,47.212622,216.600454,41.237792,204.299092,1.579831,2.32831,24.249855,8.864643,12.848239,B
-249.694,0.071997,216.251,8.406172,251.550836,4.476035,7.459549,52.582168,19.218675,18.242972,198.361798,15.762222,1403.687,937.747,17.27179,15.431582,4.753679,456.076601,39.334855,456.076601,0,3.591825,1.450999,41.677515,1.411811,B
-902.877,0.464937,1202.951,31.1122,11.068772,36.464489,3.353557,11.466664,11.343072,8.549441,12.809876,5.522206,1315.412,803.019,2.811451,17.331108,16.209351,160.745579,48.033119,146.378865,5.047801,1.905164,32.975653,15.155655,13.051241,B
1082.4,1.258076,830.7,43.038953,52.208076,11.522755,20.667645,22.842868,14.448634,12.856677,33.949611,10.643729,856.1,505.3,8.860133,32.923295,25.269841,121.446898,40.329165,114.514799,2.8049,2.480147,6.991256,8.097541,13.487258,B
249.053,0.793392,552.304,79.072536,87.532489,6.687018,5.988962,47.542736,13.504893,13.146671,5.651868,5.814269,288.453,249.364,6.9368,44.914086,22.73544,80.142163,29.365737,71.460993,0.294264,1.913805,4.158456,5.063928,8.132854,B
-848,0.54145,3411,77.334841,37.650867,-3.005774,2.358935,70.498979,17.25124,12.669974,0.65157,2.821128,5977,304,3.06639,27.201523,36.373799,98.238496,26.102747,92.367326,0,1.056703,9.694332,4.515759,1.479015,B
882,1.293703,639,39.301416,13.064058,27.839962,25.654483,24.888227,10.860656,5.756334,7.971376,4.773962,2090,-611,3.64375,64.783934,67.382234,24.222006,13.427042,20.250133,0.188163,2.067057,27.939252,11.736607,5.207955,B
478.66,0.579048,2104.555,40.626337,69.460937,26.38572,12.333399,45.256987,11.787039,10.19915,60.854474,7.531978,1883.968,1661.201,6.703375,20.855228,40.126879,284.943643,49.531684,267.747607,0.734682,2.743818,5.254752,6.886105,5.123575,B
3367,0.667213,1363,31.196471,129.881061,2.9736,6.052516,16.924919,7.5081,5.366953,8.438971,5.082913,953,530,6.126437,36.55287,21.541923,69.275722,25.410691,69.027802,0.114695,1.596564,2.802564,12.323292,9.623349,B
2226,0.494296,1675,15.345073,34.386427,3.739053,3.014299,13.285416,7.660742,6.868792,25.560041,7.835911,2599,1530,10.505376,39.947263,33.95082,96.628469,33.12549,88.198463,1.882648,1.548158,10.585572,23.687684,22.320862,B
8241,1.060609,5892,22.013868,23.330462,25.996922,0.742841,7.330867,4.070945,3.627541,21.711599,5.605678,5482,4103,6.67718,43.615243,50.811942,38.742358,17.444874,39.789005,2.748433,1.356644,15.644783,20.584815,15.426306,B
737.229,1.300003,434.089,39.057517,45.908979,8.284347,10.258311,25.719405,16.633901,9.287622,13.483819,3.635604,644.678,185.112,2.152012,53.077296,37.95801,57.454749,29.60036,56.621908,1.027617,2.264353,7.950515,6.831369,0,B
1206,0.529951,6528,19.742247,34.692692,0.735401,14.580565,24.668821,4.586597,4.105267,14.790181,7.182151,7251,5900,7.447802,41.346244,27.948075,45.748744,19.215562,46.180733,2.496985,1.848031,10.520948,19.001926,8.034691,B
550,1.04721,396,19.933991,25.386964,13.055774,3.958578,26.375764,15.717065,9.949972,10.745196,6.106863,1201,782,2.813433,48.46657,12.249777,70.727048,34.509109,70.03034,3.943744,1.98179,14.377457,16.345123,21.264368,B
-575,0.453968,2665,46.163836,65.010239,2.582296,1.72952,16.948196,5.345128,4.173528,-15.570206,3.995916,1264,580,7.012346,22.89046,36.892308,101.75507,21.918355,104.621248,3.696858,1.388035,5.6145,7.786318,3.957423,B
-467,0.708617,976,43.494583,22.728113,7.094279,3.693285,71.360976,11.256382,6.661686,22.740921,2.193811,2556,116,0.810036,15.344415,11.299879,129.42813,44.084398,211.619718,4.781157,1.335018,16.059406,10.797658,2.994468,B
1106,0.222026,2246,96.256401,0,3.993914,23.430769,0,8.997805,5.96196,4.528818,1.660713,862,562,3.925532,32.196903,78.224402,44.127664,13.710025,43.946277,1.63722,1.301605,0,3.507903,0,B
971,1.245455,956,69.750903,68.999015,24.821002,7.114234,39.32441,11.812195,9.900149,15.170152,5.642442,686,516,6.780488,35.19574,13.930155,87.336245,32.069971,87.894527,1.046077,2.423641,5.289931,5.100357,6.048924,B
1495.1,0.668499,1494.6,72.285311,338.967937,1.824594,13.854595,72.739357,10.329623,5.938063,15.141116,4.140598,1582.3,1089.3,2.467786,40.65555,59.208948,86.425802,34.344971,75.985446,0.763298,1.489589,1.076798,5.740927,6.666853,B
3123,2.341865,998,65.716506,296.538074,8.572013,4.956216,66.553608,32.146222,28.735632,60.515604,17.13246,1346,1122,9.530726,20.061595,4.084678,277.323628,57.686932,279.830509,0.566865,4.872681,1.224126,5.737166,7.962704,B
1946.795,0.269217,389.963,15.522086,289.479674,-2.026563,10.153967,43.579509,6.08305,5.550149,15.768971,5.203506,600.805,411.047,9.697318,37.692815,49.377523,30.589079,12.311836,30.578831,0.143343,1.466322,1.257429,20.378636,1.772161,B
3554,1.127833,1035,28.290316,84.560166,4.566726,0,20.084877,2.515432,3.626543,-7.929883,3.252672,701,105,0.629344,25.576421,10.662844,138.992689,36.360722,140.173896,1.054945,1.441458,4.316453,11.614427,6.066649,B
-1832,0.307039,1548,60.914014,141.519662,7.894109,6.75536,71.341733,14.202034,10.300619,6.955477,7.644666,1426,1107,5.611354,37.010609,5.60772,80.091272,20.03466,54.406731,0,2.41986,2.579147,6.267898,7.150193,B
13294,5.398181,2448,47.901593,48.775057,33.202417,56.693923,48.247902,13.512134,10.348152,49.418039,8.021537,6551,5482,5.248899,37.531614,63.59327,75.683602,32.031681,85.930491,3.053568,2.526763,7.606347,7.46195,10.141019,B
-1298,0.062883,605,12.713011,64.747332,10.076046,6.107445,32.423719,5.400115,3.131836,17.342193,7.773534,1305,898,12.280702,13.525051,4.561462,720.611799,55.048524,582.520029,3.472222,1.753661,5.621853,10.905433,7.814972,B
256.061,1.266541,460.174,69.962256,15.228757,51.537261,7.517331,43.58917,39.168722,35.583341,22.595283,11.021548,1096.564,-181.914,10.033467,49.688434,30.259156,57.895602,29.486941,57.895602,0.806,2.79986,23.967813,5.440228,13.029081,B
-573,0.28412,331,37.732645,1.595116,17.907937,10.248158,33.921201,47.992495,33.058161,12.030075,3.308217,1695,-838,8.583893,63.974314,66.213064,31.486259,19.596563,30.185081,0,1.97777,228.823529,9.695447,50.961039,B
-10729,0.270069,2377,19.650919,0,4.049043,4.046876,0,14.823974,13.822617,25.228783,6.627575,5148,1257,15.439394,25.056192,18.596004,63.508267,12.369586,47.390367,2.441789,1.482119,0,18.753213,0,B
8082,4.791514,1838,88.501746,0,5.787286,16.189808,61.356031,10.373927,-1.993307,-12.555721,3.628291,1629,1494,1.501053,25.570932,15.190724,295.102528,65.417867,320.065076,0,1.174556,0,3.847725,13.295019,B
8082,4.791514,1838,88.501746,0,5.787286,16.189808,61.356031,10.373927,-1.993307,-12.555721,3.628291,1629,1494,1.501053,25.570932,15.190724,295.102528,65.417867,320.065076,0,1.174556,0,3.847725,13.295019,B
1717.2,0.415585,90.4,1.872952,73.799939,7.366597,26.801529,31.565485,8.986537,7.659976,25.38404,7.753047,1510.2,878,0,39.244687,32.14586,79.055456,29.156666,66.303273,0,2.133696,5.027104,0,13.113782,B
1129.2,1.253903,421.6,41.814616,208.310265,15.912542,12.903841,74.52042,30.448578,30.125462,21.514466,14.481189,1000.7,832.6,45.086207,54.627761,15.125239,35.058521,7.696899,14.829849,0,4.630585,1.752194,7.533171,8.768761,B
1315.837,1.255247,856.711,86.710147,110.077335,-8.261047,-4.315696,29.648378,8.81849,7.184352,-1.798986,3.921704,311.066,249.464,5.404822,34.004356,12.421564,94.272912,30.539985,90.636394,1.424288,1.781163,3.315851,4.625151,6.065467,B
1443.3,1.053001,2043.5,236.858195,116.912485,13.37981,14.127174,38.258181,9.025221,6.280831,39.168547,9.00381,335.5,249.8,3.164434,30.233422,22.255127,117.675742,32.510346,111.604146,0.791557,2.089898,3.121993,2.254317,0,B
435,0.4217,466,24.532109,80.9806,4.779661,4.348536,36.412164,18.149466,14.978971,22.976,7.50419,751,615,6.6,31.361333,28.085869,114.087899,34.637666,102.588802,1.694182,2.39996,4.494904,14.87846,6.975904,B
3722,2.383162,956,63.036956,36.083876,14.783704,-10.032899,48.207098,-100.219539,-105.708013,-31.705159,0.089927,945,-992,-13.328467,47.232907,31.355923,56.475635,27.678262,61.063383,1.535862,1.193821,10.115321,8.017627,7.014388,B
1640.118,0.949941,720.733,15.366149,43.577073,35.26675,0.062062,20.294185,6.342531,6.096728,26.78817,10.056005,951.39,679.131,7.37288,49.941948,33.123518,42.377793,23.372213,46.529,1.869953,1.347544,8.375964,22.851784,11.743693,B
804,1.358016,1188,57.685795,11.200682,5.277306,3.817184,19.123774,11.624782,10.37495,36.309346,8.143255,814,432,9.202128,26.803395,39.057471,72.753129,20.065893,72.753129,1.170118,2.391916,32.587302,9.907987,17.4367,B
-891.1,0.434028,693.5,67.383601,0,31.625713,0,62.541323,14.562325,10.336973,7.902558,3.811649,961.5,701.3,3.397278,56.469762,19.818112,52.262728,24.853652,45.191395,0,1.673879,0,5.51685,27.326151,B
-4848.191,0.772321,15512.73,1372.356929,14.322649,38.802747,-12.157609,88.769951,18.760424,17.631891,6.171245,0.786791,1072.832,879.359,0.709326,21.936216,31.6167,77.844273,16.718109,78.031037,2.179124,0.985806,25.484113,0.453995,0,B
-291.6,0.382731,237.8,30.297727,0,10.654614,3.757361,0,35.680824,33.849549,21.980131,6.069599,1028.4,400.4,9.170149,47.882461,45.742119,53.8373,24.302347,49.209738,1.212836,1.684742,0,10.925657,0,B
-3466,0.276978,1448,37.525356,16.374046,4.954817,0.813054,30.857351,25.859175,15.767968,-1.258771,2.678163,4601,1409,0,40.704694,14.262899,105.101925,43.119347,106.405294,4.379962,1.101539,22.291375,10.829595,7.280702,B
2680,0.493399,0,0,111.787801,2.188804,1.315308,36.234616,7.415554,5.849699,18.119528,6.367399,1691,1019,0,39.395853,32.856287,83.192038,32.893553,80.869886,3.000492,1.392576,3.318788,0,8.680606,B
2069,0.582177,723,27.128121,27.247154,3.941368,-3.702112,13.558968,10.654967,9.098506,17.06334,5.479932,1102,878,6.035503,39.180288,69.368876,64.647641,26.160735,65.512493,1.523955,1.811132,13.359193,11.927315,19.386076,B
2468,0.351169,363,6.298503,121.442182,-3.474366,-0.995005,40.794759,7.085754,5.915844,32.239382,5.899241,1944,1457,5.472892,25.523761,19.270358,102.580645,29.930548,101.983644,4.150632,1.093937,3.054952,80.199067,8.748845,B
598,1.215955,1830,105.703213,13.575253,38.101148,-4.778391,26.735565,-8.739609,-10.199955,-1.426417,0.815407,2129,155,-1.015666,55.076639,14.206089,46.925179,24.959113,46.925179,0.970827,1.121865,26.88716,4.057356,2.654292,B
301.8,0.455899,274.7,20.444517,123.614649,5.004784,14.711411,60.596363,15.875472,15.720765,36.078258,24.217892,1062.5,942.1,0,55.812695,13.661723,43.255009,16.61493,33.424196,0,2.792456,2.944635,24.267155,9.309914,B
-1209.6,0.337393,728.3,22.934412,36.367826,125.236438,39.366004,43.494383,15.678736,12.557713,12.238777,3.246615,1866.3,1266.7,4.903638,41.358385,62.912882,84.209155,35.040616,80.134734,2.594937,1.172958,10.036344,11.171065,0,B
2585.4,1.376643,642.6,31.291063,98.208039,3.442788,-0.815859,11.37474,6.285259,5.047642,-0.936224,2.282709,935.5,115.4,2.385758,54.129914,26.452696,54.234316,26.179334,50.721081,0.320976,0.967286,3.7166,14.008696,7.514478,B
1019,0.93074,1523,83.898511,39.810909,5.664127,3.608807,47.398119,20.094044,16.865204,0,10.390661,1346,1119,5.962791,-16.23178,-9.285274,0,53.837719,0,1.652105,2.986453,9.143223,5.763713,8.218391,B
828,0.554696,3173.1,94.846297,129.292398,7.500293,11.101494,40.168127,12.068661,7.583328,3.651524,3.492563,2064.8,1788.9,2.688178,34.627725,23.682299,110.618744,35.930269,96.676335,0,1.247767,2.823058,4.318225,5.857483,B
1761.2,0.731954,2674,67.10764,98.396617,11.144451,21.128999,34.521985,8.314227,9.693262,15.817454,2.352767,932,525.8,2.61399,38.06534,28.720782,74.410668,29.845936,69.917354,4.241586,1.025591,3.709477,5.14166,5.536893,B
549.4,0.787811,831.6,58.988555,66.96984,0.95092,-15.244694,37.052568,13.791148,9.909855,12.24604,7.643685,620.2,549.3,7.004115,46.072836,10.769099,28.597801,16.686936,28.597801,1.628664,1.891273,5.450215,6.743469,6.856055,B
1383.6,1.260097,1130.8,85.114027,105.23044,-6.332614,7.830686,40.020622,12.094133,5.662933,3.917083,3.497269,698.9,610.3,3.558596,47.565189,42.856831,54.147085,28.12672,53.00705,1.010504,1.5247,3.459075,4.479392,5.934135,B
1159.2,0.61573,658.5,26.091023,140.965858,8.675988,3.685757,54.901961,7.093822,5.723067,12.988012,6.179046,699.8,341.7,4.921401,45.051321,72.546696,55.626174,25.756161,55.294054,0.107542,1.515156,2.631843,14.011794,5.305439,B
-3947.236,0.091593,318.641,12.693725,42.295371,3.312508,4.431928,88.739731,19.86884,16.734016,16.87266,7.644204,2874.566,2310.428,5.813869,44.441174,51.184924,70.446996,28.484242,59.341779,2.256063,1.661302,8.629786,28.849666,2.539347,B
1494.4,1.667129,314.1,18.066879,102.71803,31.007286,5.069562,65.542517,11.408163,10.14966,12.727127,12.148778,996.7,729.3,7.772885,49.932454,11.265972,49.331196,23.956696,49.309622,2.672738,2.528515,3.543682,20.202714,9.719765,B
90.152,0.872193,412.322,31.299602,1.145457,18.174437,20.046926,27.407764,14.895479,12.531785,27.243281,7.699532,856.492,786.453,6.209083,34.186162,13.715739,133.991816,40.936139,115.660736,0.521251,2.905751,318.650122,10.228253,53.056045,B
885.625,1.550669,5.111,2.844888,0,2.007412,4.826286,83.406847,60.743716,51.413147,0,23.235035,702.761,653.262,5.191013,-46.644768,-11.302073,0,60.605748,0,0,5.225702,0,149.653312,10.910496,B
-740,0.323639,286.8,42.519812,0,7.518043,9.176507,63.462614,37.348499,32.211449,34.569854,9.581068,743.5,560,6.710218,30.585364,12.588326,156.268827,37.944953,118.645476,0,3.30935,0,7.495604,0,B
2048,1.161471,2970,78.1848,49.470631,6.205958,-2.375497,43.934253,18.766493,16.677976,32.20298,6.779441,1671,1476,4.027508,22.317448,17.380303,174.634836,46.839396,183.927092,2.684113,1.21807,7.378115,3.961246,21.574603,B
2489,1.488143,2786,90.547735,56.188131,-4.6978,-12.982709,39.561617,6.926449,5.552849,2.27828,5.006544,34,-35,2.821429,29.158455,21.211123,100.181587,32.82955,98.960302,3.641661,1.133699,6.496034,4.046465,5.218684,B
-69.182,0.708103,725.236,66.109956,0,37.969168,23.084899,35.181184,31.678728,25.211858,-2.984839,2.151429,1637.698,-1120.461,4.178674,42.626236,44.184311,39.813783,24.806602,54.983221,0.253888,1.058446,0,7.404257,4.349938,B
-214.1,0.700151,4585,207.789855,0,0.456249,6.475163,0,12.351568,11.113366,29.400129,5.044808,881.8,725.9,10.722467,16.751521,5.372012,55.167008,10.126662,58.409814,3.689064,1.43515,0,2.099752,0,B
1481.1,0.725929,1886.8,42.727478,50.820955,4.854006,12.011723,18.44048,5.619225,5.771314,16.922748,3.848873,1900.5,1121.9,3.006842,41.704691,44.663269,63.082727,23.700028,57.491902,3.125568,1.16323,7.182077,8.296817,8.806552,B
1691,0.5435,965,43.337731,149.479233,29.720479,15.908328,28.642627,17.912636,13.647024,16.217525,5.584309,1264,1024,6.534759,31.604141,41.332928,118.264463,37.095071,110.47493,0.946915,1.847345,2.441811,7.315453,7.929586,B
-262,0.508282,665,53.047992,54.982731,4.258339,-3.27086,58.475153,1.724529,-5.241661,-4.187919,3.042337,1169,-56,0.190476,29.258132,37.321678,133.187107,31.517157,112.645432,1.38716,1.023136,6.638448,8.186538,6.36425,B
1882,0.485103,1883,15.487062,34.412152,42.278903,11.814765,18.570407,4.360257,3.187991,22.432176,4.917605,1630,284,3.125,31.20214,66.621976,57.286619,26.836524,78.125318,1.516904,1.269893,10.606718,21.554559,11.614029,B
2857,1.537265,918,42.913638,6.283142,6.189467,10.978286,64.357988,18.654696,16.403021,5.044614,7.377385,2213,2058,8.726667,51.442414,13.574473,46.396111,23.516177,46.396111,0.421575,3.062526,58.091954,18.681234,15.224242,B
2906,2.693587,724,55.296847,99.35554,6.425512,-4.154838,53.868515,18.805903,17.956172,6.498038,10.231352,889,713,10.64557,55.94328,14.30721,41.592554,21.374318,37.280066,0.876664,3.026425,3.673675,6.816442,7.975089,B
-1328,0.288435,838,48.247126,106.458333,1.662278,2.225564,72.705197,23.603691,17.888943,8.49835,3.083267,2104,-108,3.7289,28.210647,30.270492,114.919465,27.342455,98.747216,2.801163,1.274695,3.428571,6.737916,3.045078,B
795.992,1.154403,668.176,53.495935,69.037974,11.981057,6.780002,33.690273,21.280414,18.527849,19.350183,8.819181,833.259,758.185,9.302477,48.897591,18.706982,53.984288,23.937284,46.334063,0.701491,2.632487,5.286945,6.812594,7.817805,B
3076.6,2.122515,1598.6,76.732097,78.790517,11.531242,11.921849,32.945388,20.361417,19.288862,18.975904,11.443436,1144.2,917.6,15.466956,41.424989,12.54955,87.614384,35.401194,88.763848,0.959583,3.284175,4.632537,5.030647,6.264674,B
1118,1.057315,2018.9,69.060698,33.333171,8.028883,7.690424,21.635219,10.991601,10.853836,14.146296,9.349637,1180.3,620.3,11.941242,37.240835,18.960842,57.196999,21.493522,56.599763,1.553576,1.72067,10.950053,5.14994,0,B
0,0,14126,785.960976,0,126.706428,0,0,-8.9886,-8.9886,-2.573442,-0.073859,3396,3396,0,6.58497,121.187473,53.367627,1.611119,24.884602,0,0.966584,0,0,0,B
213.8,1.130709,615,50.768205,0,4.521315,9.675697,26.797386,13.739347,12.956419,40.798818,13.80148,693.6,576.9,14.03066,32.506004,9.409286,96.262451,31.875813,96.262451,1.41927,4.7195,0,7.189539,17.657939,B
523.487,1.231639,2113.93,46.947794,0,13.123195,5.700231,7.99309,5.212854,4.899081,40.149095,12.886304,384.001,343.879,0,33.868377,10.94216,102.753297,17.706076,52.604077,1.852411,3.59832,0,7.683398,14.421498,B
1660,0.417726,7800,21.140861,33.238517,5.257124,7.317082,5.248924,0.092099,-0.166656,3.994715,2.756579,2768,2384,0,16.071094,19.608414,148.459891,20.054567,132.233042,3.59099,1.226014,10.981236,17.265144,6.951813,B
100.7,1.221856,217.3,53.892125,0,75.776836,17.424247,0,37.354359,33.587786,17.230109,6.574845,374.4,336.9,9.535897,59.705001,28.094471,39.676282,23.508745,39.796181,1.196146,3.076804,0,4.745812,0,B
11905,4.67459,1921,49.712759,398.714859,15.798379,19.005662,96.454664,36.199339,33.176959,47.124211,16.570082,5246,4967,9.017241,23.221186,4.881867,228.839763,52.546365,228.839763,0,3.399375,0.915441,7.446349,1.837456,B
65.2,0.668235,345.9,30.587429,54.660758,8.104549,5.563734,45.802659,19.403104,18.343838,40.227061,10.300575,681.5,636.5,13.876894,40.466202,9.064266,107.046889,34.970406,94.833183,1.463415,2.696747,6.677551,12.369405,5.751132,B
0,0,2216,142.605984,0,5.193614,7.209796,0,13.660154,12.73552,12.165609,2.339644,1052,1036,0,36.23813,48.683887,10.323911,3.676235,9.741599,2.782517,1.185163,0,0,0,B
1202.075,1.215826,804.583,43.411121,28.569226,21.663882,8.437427,44.907955,14.665555,12.98516,31.171622,8.647912,964.16,692.461,8.621139,38.539448,28.370437,84.047311,36.436203,84.047311,0.760671,3.351387,12.775985,8.407984,18.209693,B
-309,0.518319,1244,63.65183,71.051031,2.875449,1.316785,56.797813,20.32508,13.458909,12.038154,3.085504,1705,-75,3.027149,19.461855,16.497175,234.18937,39.97397,207.475794,2.839555,1.385192,5.137153,7.429829,4.764753,B
5618,1.908383,1807,59.317912,100.555381,7.731629,7.233877,39.857651,16.113088,16.379992,-7.101763,4.743376,2004,200,8.534031,52.336938,14.31026,32.517438,17.27286,35.445589,2.108963,1.510999,3.629841,6.025847,6.029905,B
21,0.733369,970,30.523317,0,3.062607,0.686646,0,32.144109,27.542076,48.192112,6.873504,3472,1432,6.716117,37.080657,16.019814,80.218735,32.989171,80.176811,1.185505,1.958217,0,11.295953,0,B
-5302,0.184724,1660,46.154259,157.640835,7.233535,0.935452,76.100429,32.814238,24.551089,17.731634,3.519697,4549,-955,3.016801,21.42245,27.620795,192.689726,40.410002,180.539027,4.664804,1.458859,2.31539,9.40625,4.892989,B
908.927,0.930962,1385.567,61.780105,64.427966,15.249365,-1.283947,36.912083,11.678085,12.436638,21.604262,7.252059,821.559,624.824,6.297484,39.390903,19.231695,81.397615,28.024012,68.140072,2.189781,2.055808,5.665242,5.785111,4.957819,B
269,0.656828,1758,47.481558,32.291615,18.598307,8.383974,43.174427,13.056239,10.208614,12.169871,3.304131,2117,-119,3.070896,28.147034,54.155585,129.279279,36.085527,128.101346,3.120856,1.29981,11.303244,8.550143,7.763556,B
0,0,125.912,0,0,6.902429,-3.800339,0,23.355495,37.165113,13.371472,4.517871,448.116,-1380.445,1.72249,56.486936,13.048532,52.966567,3.936671,6.416479,2.782289,1.698917,0,0,0,B
4204,1.853066,695,24.5508,0,6.548613,-3.889284,76.774328,23.675133,23.790112,-11.052632,7.40026,3146,2480,7.756849,37.332424,7.22548,124.209351,35.541357,114.52313,0,2.184383,0,15.017595,8.573557,B
-3339,0.285795,929,29.819196,17.947799,3.799815,-1.471948,60.446429,12.118506,7.702922,3.502612,2.608792,3587,-44,2.148201,22.778853,36.152839,104.544472,22.141499,99.751521,3.571429,1.169899,20.336756,9.254148,4.196791,B
3513,2.294661,385,26.365049,0,6.29515,5.02864,75.203884,27.84466,28.135922,14.200698,11.27999,1692,1585,32.590909,53.091645,17.245902,21.588683,11.556384,21.588683,0,4.786631,0,16.317032,31.482353,B
-1750.876,0.362345,1043.573,33.870308,92.213821,2.109934,-0.201206,69.122354,11.374637,8.740121,3.626673,2.408832,2623.5,-1476.045,1.674929,17.35671,44.361955,203.619579,30.696102,179.383761,4.228028,1.143443,3.958192,10.772491,2.751476,B
-675.1,0.466806,444.8,47.663212,0,6.9096,8.531027,63.990839,24.525608,22.205699,16.154142,7.333935,816,597.8,8.885776,42.001382,26.765781,83.491818,24.041253,54.782006,1.149934,2.519036,0,7.299712,13.918042,B
694.9,0.968571,555.3,38.204342,63.904086,5.986078,6.682494,36.577518,13.099767,12.015218,19.496656,8.741153,600.3,435.3,14.010121,46.626378,15.258426,57.960094,27.354211,57.995768,1.443436,2.414704,5.711685,8.641398,8.46942,B
